date,ref_1,ref_1_count,ref_1_uniques,ref_2,ref_2_count,ref_2_uniques,ref_3,ref_3_count,ref_3_uniques,ref_4,ref_4_count,ref_4_uniques,ref_5,ref_5_count,ref_5_uniques,ref_6,ref_6_count,ref_6_uniques,ref_7,ref_7_count,ref_7_uniques,ref_8,ref_8_count,ref_8_uniques,ref_9,ref_9_count,ref_9_uniques,ref_10,ref_10_count,ref_10_uniques
2026-05-15,Google,18,13,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16,Google,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17,Google,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,Google,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-19,Google,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20,Google,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,Google,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,Google,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,Google,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,Google,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,Google,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,Google,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,Google,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,Google,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,Google,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,Google,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,Google,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,Google,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,Google,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,Google,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,Google,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,Google,46,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,Google,49,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,Google,69,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,Google,67,34,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09,Google,67,34,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-10,Google,65,35,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,Google,67,39,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-13,Google,67,39,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-13,Google,76,39,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-14,Google,83,42,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16,Google,86,43,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16,Google,87,44,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17,Google,80,43,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19,Google,76,44,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19,Google,78,44,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,Google,78,45,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,Google,57,34,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,Google,71,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,Google,73,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,Google,70,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,Google,67,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,Google,71,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-27,Google,70,40,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-28,Google,70,40,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,Google,67,38,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30,Google,66,37,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01,Google,72,40,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,Google,72,39,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03,Google,70,38,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,Google,74,38,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-05,Google,74,38,search.brave.com,2,1,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-06,Google,64,31,search.brave.com,2,1,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-07,Google,68,28,search.brave.com,2,1,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-08,Google,71,30,search.brave.com,2,1,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-09,Google,69,29,search.brave.com,3,2,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-10,Google,69,27,search.brave.com,3,2,nextgeeker.com,1,1,,,,,,,,,,,,,,,,,,,,,
2026-07-11,Google,61,24,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-12,Google,58,22,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,Google,58,23,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,Google,60,23,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-15,Google,58,21,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,Google,56,21,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,Google,54,20,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,Google,49,20,search.brave.com,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19,Google,64,23,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20,Google,57,22,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21,Google,47,20,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-22,Google,44,18,search.brave.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
