date,ref_1,ref_1_count,ref_1_uniques,ref_2,ref_2_count,ref_2_uniques,ref_3,ref_3_count,ref_3_uniques,ref_4,ref_4_count,ref_4_uniques,ref_5,ref_5_count,ref_5_uniques,ref_6,ref_6_count,ref_6_uniques,ref_7,ref_7_count,ref_7_uniques,ref_8,ref_8_count,ref_8_uniques,ref_9,ref_9_count,ref_9_uniques,ref_10,ref_10_count,ref_10_uniques
2026-04-19,chocapikk.com,21,6,github.com,15,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20,chocapikk.com,21,6,github.com,16,4,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21,github.com,27,7,chocapikk.com,25,7,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22,github.com,41,9,chocapikk.com,25,7,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23,github.com,44,10,chocapikk.com,26,8,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,github.com,44,10,chocapikk.com,26,8,,,,,,,,,,,,,,,,,,,,,,,,
