date,count,uniques
2026-04-12,0,0
2026-04-13,320,132
2026-04-14,871,333
2026-04-15,5,5
2026-04-16,5,5
2026-04-17,4,4
2026-04-18,3,3
2026-04-19,1,1
2026-04-20,6,3
2026-04-21,1,1
2026-04-22,109,28
2026-04-23,54,15
2026-04-24,8,8
