date,count,uniques
2026-04-21,0,0
2026-04-22,16,16
2026-04-23,1,1
2026-04-24,2,2
2026-04-26,0,0
2026-04-27,1,1
2026-04-29,0,0
2026-04-30,0,0
2026-05-01,3,3
2026-05-02,0,0
2026-05-03,0,0
2026-05-04,1,1
2026-05-05,0,0
2026-05-06,1,1
2026-05-07,0,0
2026-05-08,1,1
2026-05-09,0,0
