date,count,uniques
2026-04-21,0,0
2026-04-22,14,10
2026-04-23,3,3
2026-04-24,1,1
2026-04-26,0,0
2026-04-27,0,0
2026-04-29,0,0
2026-04-30,1,1
2026-05-01,0,0
